,tconst,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,production_countries,primaryName
5329,tt1851006,Goltzius and the Pelican Company,2012,128,"Biography,Comedy,History",6.5,1377,"GB', 'HR', 'FR', 'NL","F. Murray Abraham,Hendrik Aerts,Boris Bakal,Anne Louise Hassing,Lisette Malidor,Ramsey Nasr,Francesco De Vito,Giulio Berruti,Lars Eidinger,Pippo Delbono"
5330,tt1852006,Les neiges du Kilimandjaro,2011,90,"Comedy,Drama,Romance",7.2,4089,FR,"Ariane Ascaride,Marilyne Canto,Jean-Pierre Darroussin,Karole Rocher,Gérard Meylan,Julie-Marie Parmentier,Robinson Stévenin,Grégoire Leprince-Ringuet,Anaïs Demoustier,Adrien Jolivet"
5331,tt1854236,Den skaldede frisør,2012,116,"Comedy,Drama,Romance",6.5,14843,"DK', 'FR', 'IT', 'JP', 'SE', 'DE","Pierce Brosnan,Trine Dyrholm,Stina Ekblad,Sebastian Jessen,Line Kruse,Birthe Neumann,Paprika Steen,Molly Blixt Egelind,Ciro Petrone,Marco D'Amore"
5336,tt18550220,Chien de la casse,2023,93,"Comedy,Drama",7.0,2197,FR,"Bernard Blancan,Dominique Reymond,Evelina Pitti,Mathieu Amilien,Mélanie Martinez,Galatéa Bellugi,Mike Reilles,Anthony Bajon,Raphaël Quenard,Nathan Le Graciet"
5342,tt1857766,Les jeux des nuages et de la pluie,2013,86,"Comedy,Drama,Romance",7.1,1182,FR,"Hiam Abbass,Alain Chamfort,Audrey Dana,Heling Li,Yves Pignot,Simon Yam,Bounsy Luang Phinith,Hassam Ghancy,John Mc Lean,Yucheng Sun"
5352,tt18671246,Les Cyclades,2022,110,Comedy,6.1,1056,"BE', 'FR', 'GR","Kristin Scott Thomas,Nicolas Bridet,Leelou Laridan,Marie Mallia,Olivia Côte,Panos Koronis,Sarah Le Picard,Laure Calamy,Antoine Levannier,Alexandre Desrousseaux"
5356,tt1872880,Un bonheur n'arrive jamais seul,2012,110,"Comedy,Romance",6.5,5554,FR,"Sophie Marceau,Maurice Barthélémy,François Berléand,Gad Elmaleh,Macha Méril,Julie-Anne Roth,François Vincentelli,Michaël Abiteboul,Cyril Gueï,Litzi Vezsi"
5357,tt1876360,La noche de enfrente,2012,110,"Comedy,Drama,Fantasy",6.1,525,"CL', 'FR","Marcial Edwards,Sergio Hernández,Christian Vadim,Valentina Vargas,Pedro Vicuña,Pedro Villagra,Chamila Rodríguez,Pablo Krögh,Cristián Gajardo,Santiago Figueroa"
5360,tt1883180,En duva satt på en gren och funderade på tillvaron,2014,101,"Comedy,Drama,Fantasy",6.9,19652,"SE', 'FR', 'DE', 'NO","Charlotta Larsson,Lotti Törnros,Holger Andersson,Nils Westblom,Viktor Gyllenberg,Jonas Gerholm"
5363,tt1890377,Bienvenue à bord,2011,95,Comedy,5.5,1926,FR,"Lionnel Astier,Gérard Darmon,Franck Dubosc,Jean-Michel Lahmi,Philippe Lellouche,Valérie Lemercier,Guilaine Londez,Elisa Servier,Shirley Bousquet,Luisa Ranieri"
5365,tt1891942,Nicostratos le pélican,2011,92,"Comedy,Drama",6.9,1729,"FR', 'GR","Emir Kusturica,Valériane de Villeneuve,Yves Nadot,Socratis Patsikas,François-Xavier Demaison,Stelios Iakovidis,Gennadios Patsis,Jade-Rose Parker,Thibault Le Guellec,Dimitris Sarikizouglou"
5372,tt1906347,Cherchez Hortense,2012,100,"Comedy,Drama",6.2,950,FR,"Kristin Scott Thomas,Jean-Pierre Bacri,Jérôme Beaujour,Jackie Berroyer,Isabelle Carré,Benoît Jacquot,Iliana Lolic,Arthur Igual,Marin Orcand Tourrès,Masahiro Kashiwagi"
5374,tt1911553,Comme un chef,2012,84,"Comedy,Drama",6.6,18180,"FR', 'ES","Jean Reno,Julien Boisselier,Geneviève Casile,Serge Larivière,Santiago Segura,Salomé Stévenin,Pierre Vernier,Michaël Youn,Raphaëlle Agogué,Issa Doumbia"
5377,tt1918911,Un + Une,2015,115,"Comedy,Drama,Romance",6.2,2483,"FR', 'GB","Christopher Lambert,Jean Dujardin,Hélène Médigue,Venantino Venantini,Rahul Vohra,Elsa Zylberstein,Alice Pol,Shriya Pilgaonkar,Abhishek Krishnan,Olias Lelouch"
5379,tt1922645,La fée,2011,93,"Comedy,Drama",6.2,2557,"BE', 'FR","Dominique Abel,Fiona Gordon,Philippe Martz,Bruno Romy,Vladimir Zongo,Anaïs Lemarchand,Willson Goma,Didier Armbruster,Lenny Martz,Destiné M'Bikula Mayemba"
5382,tt1924394,The Angels' Share,2012,101,"Comedy,Crime,Drama",7.0,27042,"BE', 'FR', 'IT', 'GB","Roger Allam,John Henshaw,Gary Maitland,William Ruane,Scott Dymond,Siobhan Reilly,Jasmin Riggins,Neil Leiper,Scott Kyle,Paul Brannigan"
5390,tt1935742,Cupcakes,2013,92,"Comedy,Music",6.0,661,"IL', 'FR","Lior Ashkenazi,Edouard Baer,Yael Bar-Zohar,Dana Ivgy,Sarit Vino-Elad,Anat Waxman,Ofer Shechter,Keren Berger,Ofer Hayoun,Efrat Dor"
5391,tt1937118,Casse-tête chinois,2013,117,"Comedy,Drama,Romance",6.9,15300,"BE', 'FR","Sandrine Holt,Cécile de France,Romain Duris,Benoît Jacquot,Kelly Reilly,Audrey Tautou,Jochen Hägele,Flore Bonaventura,Pablo Mugnier-Jacob,Margaux Mansart"
5392,tt1937133,De l'autre côté du périph,2012,96,"Action,Comedy,Crime",5.8,6047,FR,"Lionel Abelanski,Patrick Bonnel,Laurent Lafitte,André Marcon,Zabou Breitman,Omar Sy,Sabrina Ouazani,Youssef Hajdi,Youssef Hajdi,Maxime Motte,Léo Léothier"
5397,tt1941585,Les Mythos,2011,87,Comedy,5.7,508,FR,"Baya Belal,Renaud Rutten,Charlie Dupont,Éric Naggar,Momo Debbouze,Emeline Bayart,Alban Ivanov,Ralph Amoussou,Stéphanie Crayencour,William Lebghil"
5400,tt1946269,J'aime regarder les filles,2011,92,"Comedy,Drama,Romance",6.2,612,FR,"Thomas Chabrol,Catherine Chevallier,Hervé Pierre,Michel Vuillermoz,Johan Libéreau,Pierre Niney,Victor Bessière,Ali Marhyar,Lou de Laâge,Audrey Bastien"
5405,tt1959563,The Hitman's Bodyguard,2017,118,"Action,Comedy,Crime",6.9,247644,"BG', 'CA', 'FR', 'HK', 'NL', 'US","Samuel L. Jackson,Gary Oldman,Richard E. Grant,Ryan Reynolds,Rod Hallett,Yuri Kolokolnikov,Elodie Yung,Nadia Konakchieva,Tsuwayuki Saotome,Roy Hill,Roy Hill"
5408,tt1966505,La clinique de l'amour!,2012,83,"Comedy,Family,Romance",5.4,443,"FR', 'BE', 'LU","Dominique Lavanant,Natacha Lindinger,Ged Marlon,Artus de Penguern,Renaud Rutten,Bruno Salomone,Anne Depétrini,Héléna Noguerra,Sofia Essaïdi,Émilie Caen"
5409,tt1966637,Via Castellana Bandiera,2013,92,"Comedy,Drama",6.5,657,"FR', 'IT', 'CH","Elena Cotta,Alba Rohrwacher,Emma Dante,Carmine Maringola,Giuseppe Tantillo,Renato Malfatti,Dario Casarolo,Sandro Maria Campagna,Elisa Parrinello,Daniela Macaluso"
5414,tt19719862,Les pires,2022,99,"Comedy,Drama",6.8,1145,FR,"François Creton,Dominique Frot,Johan Heldenbergh,Mallory Wanecque,Loïc Pech,Timéo Mahaut,Mélina Vanderplancke,Matthias Jacquin,Angélique Gernez,Esther Archambault"
5424,tt19785426,Mediterranean Fever,2022,108,"Comedy,Drama",6.6,523,"CY', 'FR', 'DE', 'PS","Yussuf Abu-Warda,Samir Elias,Cynthia Saleem,Thuraya Younes,Nihaya Bishara,Amer Hlehel,Ashraf Farah,Anat Hadid,Sobhi Hosari,Shaden Kanboura"
5426,tt1981107,The Young and Prodigious T.S. Spivet,2013,105,"Adventure,Comedy,Drama",7.0,20012,"CA', 'FR","Helena Bonham Carter,Judy Davis,Richard Jutras,Rick Mercer,Dominique Pinon,Callum Keith Rennie,Julian Richings,Niamh Wilson,Jakob Davies,Kyle Catlett"
5430,tt19841734,L'innocent,2022,99,"Comedy,Crime,Romance",6.7,3808,FR,"Louis Garrel,Anouk Grinberg,Roschdy Zem,Yanisse Kebbab,Olga Amelchenko,Léa Wiazemsky,Noémie Merlant,Manda Touré,Romain Blachier,Jean-Claude Pautot"
5432,tt19858178,Les vieux fourneaux 2: Bons pour l'asile,2022,97,Comedy,5.0,146,FR,"Pierre Richard,Myriam Boyer,Bernard Le Coq,Patrick Ligardes,Eddy Mitchell,Claire Nadeau,Mohamad Malas,Rami Rkab,Alice Pol,Hamideh Doustdar"
5435,tt1986843,Un plan parfait,2012,104,"Adventure,Comedy,Romance",6.3,9913,FR,"Etienne Chicot,Olivier Claverie,Dany Boon,Bernadette Le Saché,Robert Plagnol,Diane Kruger,Alice Pol,Laure Calamy,Jonathan Cohen,Malonn Lévana"
5436,tt1987018,Un heureux événement,2011,107,"Comedy,Drama",6.5,4663,"BE', 'FR","Josiane Balasko,Josiane Balasko,Thierry Frémont,Gabrielle Lazure,Gabrielle Lazure,Firmine Richard,Firmine Richard,Daphné Bürki,Daphné Bürki,Lannick Gautry,Lannick Gautry,Anaïs Croze,Pio Marmaï,Pio Marmaï,Louise Bourgoin,Louise Bourgoin,Gérard Lubin,Gérard Lubin"
5442,tt1992163,Je me suis fait tout petit,2012,96,"Comedy,Drama,Romance",5.9,228,FR,"Laurent Capelluto,Léa Drucker,Valérie Karsenti,Laurent Lucas,Vanessa Paradis,Denis Ménochet,Grégory Gadebois,Louise Grinberg,Angèle Garnier,David Carvalho-Jorge"
5446,tt1998245,"Il était une fois, une fois",2012,95,Comedy,5.2,524,FR,"Jean-Luc Couchard,Didier Flamand,Philippe Hérisson,Anne Marivin,Anne Marivin,Charlie Dupont,Abdelhafid Metalsi,François-Xavier Demaison,Stéphan Wojtowicz,Xavier Lemaître,Jonathan Cohen"
5448,tt2008562,Le grand soir,2012,92,Comedy,5.9,2096,"DE', 'FR', 'BE","Areski Belkacem,Bouli Lanners,Albert Dupontel,Brigitte Fontaine,Serge Larivière,Chloé Mons,Yolande Moreau,Benoît Poelvoorde,Stéphanie Pillonca,Miss Ming"
5455,tt20249446,La cour des miracles,2022,94,Comedy,5.8,155,FR,"Gilbert Melki,Rachida Brakni,Anaïde Rozam,Disiz,Léonie Simaga,Faïza Guène,Yann Papin,Mourad Boudaoud,Sébastien Chassagne,Raphaël Quenard"
5456,tt2027140,L'écume des jours,2013,94,"Comedy,Drama,Fantasy",6.5,16735,"BE', 'FR","Sacha Bourdo,Romain Duris,Gad Elmaleh,Laurent Lafitte,Aïssa Maïga,Audrey Tautou,Philippe Torreton,Omar Sy,Vincent Rottiers,Charlotte Le Bon"
5458,tt20330434,Mon crime,2023,102,"Comedy,Crime",6.5,5004,FR,"Isabelle Huppert,Olivier Broche,Dany Boon,André Dussollier,Régis Laspalès,Fabrice Luchini,Édouard Sulpice,Rebecca Marder,Nadia Tereszkiewicz,Félix Lefebvre"
5461,tt20413946,Tout fout le camp,2022,94,Comedy,5.5,90,FR,"Jackie Berroyer,Nicolas Belvalette,Léonie Dahan-Lamort,Lou Lemaire,Mickaël Troivaux,Thomas Scimeca,Jonathan Capdevielle,William Lebghil,Aloïse Sauvage,Marc Fraize"
5462,tt20424172,Alibi.com 2,2023,88,Comedy,6.5,2731,FR,"Nathalie Baye,Georges Corraface,Catherine Benguigui,Didier Bourdon,Arielle Dombasle,Élodie Fontan,Gérard Jugnot,Philippe Lacheau,Tarek Boudali,Julien Arruti"
5468,tt20511498,Plancha,2022,100,Comedy,5.3,542,FR,"Lionel Abelanski,Valérie Crouzet,Guillaume de Tonquédec,Franck Dubosc,Sophie Duez,Lysiane Meis,Lambert Wilson,Alice Llenas,Jérôme Commandeur,Caroline Anglade"
5476,tt2062990,Plan de table,2012,84,"Comedy,Romance",5.6,855,FR,"Franck Dubosc,Mathias Mlekuz,Elsa Zylberstein,Louise Monot,Shirley Bousquet,Arié Elmaleh,Lannick Gautry,Audrey Lamy,Jérôme Daran,Tom Raynal"
5478,tt2063876,Cookie,2013,98,"Comedy,Drama",5.9,333,FR,"Scali Delpeyrat,Mehdi Nebbou,Alice Taglioni,Meriem Serbah,Philippe Lefebvre,Léo Legrand,Virginie Efira,Yubai Zhang,Lolita Offenstein,Max Ding"
5479,tt20673642,La traversée,2022,105,Comedy,5.8,382,FR,"Lucien Jean-Baptiste,Moncef Farfar,Lucie Charles-Alfred,Thilla Thiam,Mamari Diarra,Alban Ivanov,Mathias Minne,Anne-Valérie Payet,Audrey Pirault"
5480,tt2070776,Populaire,2012,111,"Comedy,Romance,Sport",6.8,12726,"BE', 'FR","Féodor Atkine,Bérénice Bejo,Shaun Benson,Mélanie Bernier,Romain Duris,Miou-Miou,Eddy Mitchell,Frédéric Pierrot,Nicolas Bedos,Déborah François"
5487,tt2077703,Aya de Yopougon,2013,84,"Animation,Comedy,Romance",6.7,387,"CI', 'FR","Emile Abossolo M'bo,Emile Abossolo M'bo,Emile Abossolo M'bo,Eriq Ebouaney,Aïssa Maïga,Pascal N'Zonzi,Claudia Tagbo,Claudia Tagbo,Tatiana Rojo,Tella Kpomahou,Jacky Ido,Jacky Ido,Jacky Ido,Sabine Pakora,Sabine Pakora,Atou Ecaré"
5488,tt2078586,Despre oameni si melci,2012,93,Comedy,7.2,2476,"RO', 'FR","Valeria Seciu,Jean-François Stévenin,Robinson Stévenin,Andi Vasluianu,Dorel Visan,Andreea Bibiri,Alina Berzunteanu,Monica Barladeanu,Ovidiu Crisan,Albert Dima"
5489,tt2081435,Amitiés sincères,2012,104,"Comedy,Drama",6.0,432,FR,"Jean-Hugues Anglade,Ana Girardot,Gérard Lanvin,Natacha Lindinger,Jean-Pierre Lorit,Aladin Reibel,Jean-François Stévenin,Wladimir Yordanoff,Zabou Breitman,Alexia Barlier"
5491,tt2087850,Les infidèles,2012,109,Comedy,5.3,8728,FR,"Jean Dujardin,Jean Dujardin,Jean Dujardin,Gilles Lellouche,Gilles Lellouche,Gilles Lellouche,Géraldine Nakache,Géraldine Nakache,Julie Nicolet,Priscilla de Laforcade,Karine Ventalon,Pierre Benoist,Florine Delobel,Jean-Charles Piedagnel,Julien Leprisé,Julien Leprisé"
5495,tt2094872,L'art de la fugue,2014,98,"Comedy,Drama",5.3,333,FR,"Marie-Christine Barrault,Didier Flamand,Agnès Jaoui,Laurent Lafitte,Guy Marchand,Bruno Putzulu,Nicolas Bedos,Benjamin Biolay,Élodie Frégé,Arthur Igual"
5496,tt2094877,Les saveurs du Palais,2012,95,"Biography,Comedy",6.4,6874,FR,"Jean d'Ormesson,Catherine Frot,Hippolyte Girardot,Philippe Uchan,Roch Leibovici,Hervé Pierre,Laurent Poitrenaux,Jean-Marc Roulot,Arthur Dupont,Brice Fournier"
5504,tt2104080,Radiostars,2012,100,"Comedy,Drama",6.0,1457,FR,"Clovis Cornillac,Pascal Demolon,Sam Karmann,Côme Levin,Zita Hanrot,Jacky Ido,Manu Payet,Douglas Attal,Benjamin Lavernhe,Juliette Plumecocq-Mech"
5505,tt21042306,Stella est amoureuse,2022,110,"Comedy,Drama",5.6,214,FR,"Marina Foïs,Léonie Dahan-Lamort,Paul Manniez,Agathe Saliou,Dixon,Claire Guineau,Benjamin Biolay,Prune Richard,Flavie Delangle,Louise Malek"
5509,tt2112129,Comme des frères,2012,104,Comedy,6.4,1037,FR,"Cécile Cassel,Nicolas Duvauchelle,Jacques Frantz,Philippe Laudenbach,Micheline Presle,Mélanie Thierry,Florence Thomassin,François-Xavier Demaison,Lannick Gautry,Pierre Niney"
5510,tt2112204,Mobile Home,2012,95,"Comedy,Drama",6.4,422,"LU', 'FR', 'BE","Jackie Berroyer,Jean-Paul Bonnaire,Guillaume Gouix,Gilles Soeder,Anne-Pascale Clairembourg,Arthur Dupont,Arnaud Bronsart,Claudine Pelletier,Eugénie Anselin,Gwen Berrou"
5515,tt2121382,Turist,2014,120,"Comedy,Drama",7.2,67379,"DK', 'FR', 'NO', 'SE","Karin Myrenberg Faber,Johannes Kuhnke,Brady Corbet,Kristofer Hivju,Lisa Loven Kongsli,Fanni Metelius,Clara Wettergren,Vincent Wettergren,Johannes Moustos,Jorge Lattof"
5522,tt21249808,Jack Mimoun & les secrets de Val Verde,2022,104,"Adventure,Comedy",5.4,970,FR,"Benoît Magimel,Amir Llyas,Christopher Gerber,Xavier d'Anjou,Bastien Puttati,François Damiens,Jérôme Commandeur,Joséphine Japy,Malik Bentalha,Eddy Leduc"
5524,tt21257212,Le Tigre et le président,2022,98,"Comedy,History",6.1,273,"BE', 'FR","Laura Benson,André Dussollier,Jacques Gamblin,Christian Hecq,Anna Mouglalis,Lola Naymark,Patrick d'Assumçao,Cyril Couton,Astrid Whettnall,Marie Elisabeth Cornet"
5526,tt2129887,Au bonheur des ogres,2013,92,"Comedy,Drama",6.3,1339,FR,"Emir Kusturica,Bérénice Bejo,Mélanie Bernier,Guillaume de Tonquédec,Thierry Neuvic,Bruno Paviot,Raphaël Personnaz,Marius Yelolo,Alice Pol,Dean Constantin"
5533,tt21431680,Trois nuits par semaine,2022,103,"Comedy,Drama,Romance",6.1,359,FR,"Françoise Lorente,Mathias Houngnikpo,Andrea Romano,Hafsia Herzi,Holy Fatma,Calypso Baquey,Harald Marlot,Pablo Pauly,Jean-Marie Gouëlou,Romain Eck,Romain Eck"
5534,tt21438594,Citoyen d'honneur,2022,96,"Comedy,Drama",6.1,133,FR,"Soumaya Akaaboune,Kad Merad,Zinedine Soualem,Brahim Bouhlel,Anne-Elisabeth Blateau,Amal El Atrache,Oulaya Amamra,Fatsah Bouyahmed,Hedi Bouchenafa,Brahim Bihi"
5537,tt2153905,Nos plus belles vacances,2012,94,Comedy,5.3,323,FR,"Jackie Berroyer,Nicole Calfan,Gérard Darmon,Vanessa Demouy,Alain Doutey,Julie Gayet,Philippe Lellouche,Christian Vadim,Julie Bernard,Edwyn Penot"
5540,tt21627730,Youssef Salem a du succès,2022,97,Comedy,6.7,555,FR,"Ramzy Bedia,Noémie Lvovsky,Tassadit Mandi,Lyès Salem,Abbes Zahmani,Caroline Guiela Nguyen,Vimala Pons,Oussama Kheddam,Chryssa Florou,Melha Bedia"
5543,tt2166143,Stars 80,2012,110,Comedy,5.3,827,FR,"Richard Anconina,Lio,Bruno Lochet,Jeanne Mas,Sabrina Salerno,Patrick Timsit,Gilbert Montagné,Valéry Zeitoun,Jean-Luc Lahaye,Sacha Goëller"
5544,tt2166616,Wrong Cops,2013,83,"Comedy,Crime",5.9,8214,"BE', 'FR', 'US","Eric Roberts,Marilyn Manson,Agnes Bruckner,Mark Burnham,Kurt Fuller,Eric Judor,Arden Myrin,Steve Howey,Steve Howey,Eric Wareheim,Steve Little"
5546,tt2172584,Maps to the Stars,2014,111,"Comedy,Drama,Mystery",6.2,42920,"CA', 'US', 'FR', 'DE","John Cusack,Julianne Moore,Sarah Gadon,Dawn Greenhalgh,Jonathan Watton,Olivia Williams,Robert Pattinson,Mia Wasikowska,Evan Bird,Kiara Glasco"
5551,tt2179121,Le prénom,2012,109,"Comedy,Drama",7.3,18351,"FR', 'BE","Valérie Benguigui,Charles Berling,Patrick Bruel,Guillaume de Tonquédec,Judith El Zein,Françoise Fabian,Miren Pradier,Yaniss Lespert,Alexis Leprisé,Juliette Levant"
5553,tt21828496,Neneh Superstar,2022,95,"Comedy,Drama",5.5,192,FR,"Cédric Kahn,Maïwenn,Aïssa Maïga,Nathalie Richard,Richard Sammel,Oumy Bruni Garrel,Ilonna Grimaudo,Gloria-Divine Sazi,Alexandre Steiger,Steve Tientcheu"
5555,tt2186812,20 ans d'écart,2013,92,"Comedy,Romance",6.3,11689,FR,"Charles Berling,Gilles Cohen,Amélie Glenn,Camille Japy,Michaël Abiteboul,Virginie Efira,Pierre Niney,Camille Pélicier,Camille Chalons,Jenna Azoulay"
5556,tt21909950,Hawa,2022,104,"Comedy,Drama,Family",5.2,448,FR,"Jérôme Pouly,Oumou Sangaré,Lola Zidi-Rénier,Meriem Serbah,Sania Halifa,Titouan Gerbier,Mister V,Thomas Pesquet,Hakim Faris,Yseult"
5559,tt2191765,Un moment d'égarement,2015,105,"Comedy,Drama,Romance",6.2,10471,FR,"Vincent Cassel,François Bergoin,François Cluzet,Annelise Hesme,Philippe Nahon,Philippe Nahon,Romain Apelbaum,Noémie Merlant,Alice Isaaz,Louka Meliava,Lola Le Lann"
5560,tt2194607,Le paradis des bêtes,2012,95,"Comedy,Drama",5.9,134,FR,"Stefano Cassetti,Fred Epaud,Bernard Nissile,Géraldine Pailhas,Muriel Robin,Norbert Ferrer,Nancy Tate,Valentine Klingberg,Joshua Groléas,Léon Brachet"
5561,tt21956512,L'école est à nous,2022,108,Comedy,6.2,178,FR,"Yannick Choirat,Jean-Pierre Darroussin,Gérald Laroche,Cécile Rebboah,Yannick Renier,Lili Aupetit,Constance Dollé,Sofia Bendra,Oussama Kheddam,Sarah Suco"
5562,tt21956982,Reste un peu,2022,90,Comedy,5.9,405,FR,"Gad Elmaleh,Pierre-Henry Salfati,William Azoulay,Catherine Thiercelin,Nicolas Port,David Elmaleh,Mehdi Djaadi,Régine Elmaleh,Delphine Horvilleur,Judith Elmaleh"
5563,tt2197088,Les petits princes,2013,86,"Comedy,Drama",6.3,342,FR,"Eddy Mitchell,Mathias Mlekuz,Olivier Rabourdin,Adel Bencherif,Ralph Amoussou,Samy Seghir,Reda Kateb,Paul Bartel,Ahmed Dramé,Margot Bancilhon"
5564,tt21997718,Le cours de la vie,2023,90,"Comedy,Drama",5.7,148,FR,"Stéphane Henon,Agnès Jaoui,Jonathan Zaccaï,Léa Binsztok,Célie Verger,Philippe Chatard,Géraldine Nakache,Romain Debouchaud,Guillaume Douat,Lise Lomi"
5566,tt2200144,Demi-soeur,2013,90,Comedy,5.5,296,FR,"Josiane Balasko,Michel Blanc,George Aguilar,Chantal Banlier,Jean-Yves Chatelais,Françoise Lépine,Christine Murillo,Brigitte Roüan,Stéphan Wojtowicz,Grégoire Baujat"
5568,tt2207050,Alceste à bicyclette,2013,104,"Comedy,Drama",6.6,3162,FR,"Camille Japy,Fabrice Luchini,Ged Marlon,Annie Mercier,Christine Murillo,Maya Sansa,Josiane Stoléru,Lambert Wilson,Stéphan Wojtowicz,Laurie Bordesoules"
5569,tt2207072,Eyjafjallajökull,2013,92,Comedy,5.6,4346,"BE', 'FR","Valérie Bonneton,Dany Boon,Albert Delpy,Arnaud Henriet,Constance Dollé,Denis Ménochet,Myriam Azencot,Jochen Hägele,Bérangère Mc Neese,Yann Sorton"
5570,tt2207090,Les invincibles,2013,98,"Comedy,Sport",5.3,613,FR,"Gérard Depardieu,Simon Abkarian,Edouard Baer,Carole Franck,Michel Galabru,Atmen Kelif,Bruno Lochet,Tassadit Mandi,Daniel Prévost,Virginie Efira"
5575,tt2210823,Mince alors!,2012,100,Comedy,5.4,1014,FR,"Victoria Abril,Grégory Fitoussi,Catherine Hosmalin,Valérie Moreau,Mehdi Nebbou,Emilie Gavois-Kahn,Lola Dewaere,Julia Piaton,Pauline Lefèvre,Martin Daquin"
5579,tt2215395,Paulette,2012,87,"Comedy,Crime",6.6,7619,FR,"Françoise Bertin,Axelle Laffont,Bernadette Lafont,Dominique Lavanant,Carmen Maura,André Penvern,Paco Boublard,Jean-Baptiste Anoumon,Mahamadou Coulibaly,Ismaël Dramé"
5587,tt2234261,The Love Punch,2013,94,"Comedy,Romance",5.7,15894,"GB', 'FR","Pierce Brosnan,Emma Thompson,Timothy Spall,Marisa Berenson,Celia Imrie,Laurent Lafitte,Ellen Thomas,Louise Bourgoin,Tuppence Middleton,Olivier Chantreau"
5588,tt2234543,Un château en Italie,2013,104,"Comedy,Drama",5.7,1253,FR,"Xavier Beauvois,Valeria Bruni Tedeschi,Louis Garrel,Silvio Orlando,Marie Rivière,Filippo Timi,André Wilms,Marisa Borini,Céline Sallette,Pippo Delbono"
5589,tt22360682,Pattie et la colère de Poséidon,2022,95,"Adventure,Animation,Comedy",5.8,818,FR,"Emmanuel Curtil,Emmanuel Garijo,Christophe Lemoine,Valérie Siclay,Barbara Tissier,Michel Tureau,Jérôme Pauwels,Jérôme Pauwels,Frantz Confiac,Kaycie Chase,Paul Borne"
5595,tt2241691,Au bout du conte,2013,112,"Comedy,Drama,Romance",5.8,1439,FR,"Jean-Pierre Bacri,Agathe Bonitzer,Valérie Crouzet,Agnès Jaoui,Laurent Poitrenaux,Beatrice Rosen,Didier Sandre,Dominique Valadié,Benjamin Biolay,Arthur Dupont"
5596,tt2244901,I Give It a Year,2013,97,"Comedy,Romance",5.7,39396,"FR', 'DE', 'GB","Minnie Driver,Jason Flemyng,Jane Asher,Rose Byrne,Terence Harvey,Stephen Merchant,Nigel Planer,Rafe Spall,Alex Macqueen,Maisy Mazer"
5598,tt2246909,Pauline détective,2012,101,"Comedy,Crime,Mystery",5.6,481,FR,"Antoine Chappey,Lucia Guzzardi,Sabrina Impacciatore,Sandrine Kiberlain,Michèle Moretti,Claudio Santamaria,Wladimir Yordanoff,Anne Benoît,Audrey Lamy,Nelly Antignac"
5602,tt2253939,Camille redouble,2012,115,"Comedy,Drama,Romance",6.2,2920,FR,"Samir Guesmi,Noémie Lvovsky,Jean-Pierre Léaud,Yolande Moreau,Denis Podalydès,Michel Vuillermoz,Julia Faure,Judith Chemla,Vincent Lacoste,India Hair"
5605,tt2261287,Ballerina,2016,89,"Adventure,Animation,Comedy",6.7,24440,"CA', 'FR","Julie Khaner,Terrence Scammell,Terrence Scammell,Joe Sheridan,Elle Fanning,Shoshana Sperling,Elana Dunkelman,Elana Dunkelman,Dane DeHaan,Tamir Kapelian,Tamir Kapelian,Maddie Ziegler,Carly Rae Jepsen"
5606,tt2261749,La cage dorée,2013,90,"Comedy,Drama",7.2,10640,FR,"Joaquim de Almeida,Rita Blanco,Roland Giraud,Chantal Lauby,Maria Vieira,Barbara Cabrita,Jean-Pierre Martins,Jacqueline Corado,Lannick Gautry,Alex Alves Pereira"
5608,tt2271777,Bowling,2012,90,Comedy,5.0,526,FR,"Catherine Frot,Mathias Mlekuz,Geneviève Mnich,Firmine Richard,Mathilde Seigner,Julien Crampon,François Bureloup,Frédéric Noaille,Laurence Arné,Gilles Bataille"
5610,tt2276095,Du vent dans mes mollets,2012,89,"Comedy,Drama",6.7,1085,FR,"Isabella Rossellini,Isabelle Carré,Judith Magre,Agnès Jaoui,Elsa Lepoivre,Hervé Pierre,Denis Podalydès,Jean-Baptiste Tiémélé,Anna Lemarchand,Juliette Gombert"
5611,tt2276778,Les profs,2013,88,Comedy,5.2,4058,FR,"Christian Clavier,Raymond Bouchard,Philippe Duclos,Pierre-François Martin-Laval,François Morel,Isabelle Nanty,Kev Adams,Fred Tousch,Arnaud Ducret,Stéfi Celma"
5615,tt2282849,Les Kaïra,2012,95,Comedy,5.4,1741,FR,"Ramzy Bedia,Sissi Duparc,Pom Klementieff,Hakim Sid,Alice Belaïdi,Ismaël Sy Savané,Jib Pocthier,Medi Sadoun,Franck Gastambide,Annabelle Lengronne"
5618,tt2289538,Elle s'en va,2013,116,"Comedy,Drama",6.4,2594,FR,"Catherine Deneuve,Mylène Demongeot,Claude Gensac,Valérie Lagrange,Némo Schiffman,Evelyne Leclercq,Gérard Garouste,Camille,Hafsia Herzi,Paul Hamy"
5621,tt2293138,Vive la France,2013,94,Comedy,5.7,4326,FR,"José Garcia,Moussa Maaskri,Vincent Moscato,Michaël Youn,Jérôme Commandeur,Ary Abittan,Jean-François Cayrey,Isabelle Funaro,Franck Gastambide,Hamid Najah"
