,tconst,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,production_countries,primaryName
2120,tt0096859,L'avaro,1990,117,Comedy,6.0,368,"FR', 'IT', 'ES","Laura Antonelli,Franco Angrisano,Valérie Allain,Lucia Bosè,Miguel Bosé,Carlo Croccolo,Nicola Farron,Nunzia Fumo,Franco Interlenghi,Alberto Sordi"
2125,tt0097051,Che ora è?,1989,97,"Comedy,Drama",7.3,1308,"FR', 'IT","Marcello Mastroianni,Anne Parillaud,Lou Castel,Renato Moretti,Massimo Troisi"
2126,tt0097101,Comédie d'amour,1989,89,Comedy,5.9,58,FR,"Patrick Bauchau,Roger Carel,Aurore Clément,Christine Delaroche,Antoine Duléry,Annie Girardot,Jean-Paul Roussillon,Michel Serrault,Nathalie Serrault,Tatiana Vialle"
2127,tt0097106,Conte de printemps,1990,108,"Comedy,Drama,Romance",7.1,5779,FR,"Eloïse Bennett,Florence Darel,François Lamore,Marc Lelou,Hugues Quester,Sophie Robin,Anne Teyssèdre"
2138,tt0097555,I Want to Go Home,1989,100,Comedy,5.4,812,FR,"Gérard Depardieu,Geraldine Chaplin,John Ashton,Laura Benson,Georges Fricker,François-Eric Gendron,Adolph Green,Linda Lavin,Micheline Presle,Caroline Silhol"
2143,tt0097839,Marquis,1989,83,"Animation,Comedy",6.8,1528,"BE', 'FR","Isabelle Wolfe,Roger Crouzet,Nathalie Juvet,Valérie Kling,René Lebrun,René Lebrun,François Marthouret,Vicky Messica,Bob Morel,Michel Robin,Willem Holtrop"
2144,tt0097871,Mes meilleurs copains,1989,110,"Comedy,Drama,Music",6.7,1154,FR,"Christian Clavier,Jean-Pierre Bacri,Marie-Anne Chazel,Jean-Pierre Darroussin,Jacques François,Didier Kaminka,Philippe Khorsand,Gérard Lanvin,Elisabeth Margoni,Louise Portal"
2146,tt0097884,Milou en mai,1990,107,"Comedy,Romance",7.2,3427,"FR', 'IT","Marcel Bories,Bernard Brocas,Paulette Dubost,Michel Duchaussoy,Martine Gautier,Jeanne Herry,Miou-Miou,Michel Piccoli,Benjamin Prieur,Hubert Saint-Macary"
2151,tt0098087,La petite voleuse,1988,109,"Comedy,Drama",6.8,2325,FR,"Charlotte Gainsbourg,Simon de La Brosse,Catherine Arditi,Gilbert Bahon,Chantal Banlier,Clotilde de Bayser,Didier Bezace,Raoul Billerey,Nathalie Cardone,Renée Faure"
2157,tt0098220,Romuald et Juliette,1989,111,"Comedy,Romance",6.9,1824,FR,"Daniel Auteuil,Aissatou Bah,Mamadou Bah,Alexandre Basse,Muriel Combeau,Maxime Leroux,Gilles Privat,Firmine Richard,Catherine Salviat,Pierre Vernier"
2158,tt0098226,Roselyne et les lions,1988,139,"Action,Adventure,Comedy",6.1,536,FR,"Philippe Clévenot,Dumitru Furdui,Wolf Harnisch,Jacques Le Carpentier,Jacques Mathou,Günter Meisner,Gabriel Monnet,Isabelle Pasco,Carlos Pavlidis,Gérard Sandoz"
2165,tt0098552,Un monde sans pitié,1989,84,"Comedy,Romance",6.9,765,FR,"Yvan Attal,Patrick Blondel,Yves Boonen,Hippolyte Girardot,Anne Kessler,Cécile Mazan,Paul Pavel,Mireille Perrier,Jean-Marie Rollin,Aline Still"
2169,tt0098606,La voce della luna,1990,126,"Comedy,Drama",6.3,3314,"FR', 'IT","Roberto Benigni,Syusy Blady,Dominique Chevalier,Dario Ghirardi,Nigel Harris,Sim,Angelo Orlando,Nadia Ottaviani,Marisa Tomasi,Paolo Villaggio"
2172,tt0098961,Les 1001 nuits,1990,98,"Adventure,Comedy,Fantasy",5.4,1043,"DE', 'FR', 'IT","Catherine Zeta-Jones,Vittorio Gassman,Roger Carel,Stéphane Freiss,Gérard Jugnot,Thierry Lhermitte,Georges Montillier,Alfredo Pea"
2173,tt0099009,Alberto Express,1990,92,"Adventure,Comedy,Romance",6.3,216,"FR', 'IT","Roland Amstutz,Michel Aumont,Sergio Castellitto,Dennis Goldson,Thomas Langmann,Nino Manfredi,Eugenia Marruzzo,Marco Messeri,Jeanne Moreau,Marie Trintignant"
2175,tt0099132,Bienvenue à bord!,1990,85,"Comedy,Drama,Thriller",5.2,125,FR,"Pierre Richard,Evelyne Bouix,Nathalie Courval,William Doherty,Catherine Frot,Yves Gabrielli,Martin Lamotte,Patrick Laval,Jean-Claude Leprevost,François Fourno"
2176,tt0099200,La Baule-les-Pins,1990,110,"Comedy,Drama,Romance",6.2,918,FR,"Nathalie Baye,Richard Berry,Jean-Pierre Bacri,Julie Bataille,Valeria Bruni Tedeschi,Didier Bénureau,Alexis Derlon,Candice Lefranc,Vincent Lindon,Zabou Breitman"
2177,tt0099266,Le château de ma mère,1990,98,"Adventure,Biography,Comedy",7.6,5664,FR,"Philippe Caubère,Julien Ciamaca,Paul Crauchet,Victorien Delamare,Philippe Uchan,Thérèse Liotard,Joris Molinas,Didier Pain,Nathalie Roussel,Julie Timmerman"
2179,tt0099334,Cyrano de Bergerac,1990,137,"Comedy,Drama,History",7.5,25993,FR,"Gérard Depardieu,Vincent Perez,Roland Bertin,Anne Brochet,Anatole Delalande,Pierre Maguelon,Philippe Morier-Genoud,Alain Rimoux,Josiane Stoléru,Jacques Weber"
2181,tt0099344,Dames galantes,1990,120,Comedy,5.6,176,"CA', 'FR', 'IT","Isabella Rossellini,Marie-Christine Barrault,Marianne Basler,Laura Betti,Richard Bohringer,Alain Doutey,François-Eric Gendron,Eva Grimaldi,Anne Létourneau,Robin Renucci"
2184,tt0099442,I divertimenti della vita privata,1990,88,Comedy,5.7,67,"FR', 'IT","Vittorio Gassman,Luciano Bartoli,Roberto Citran,Delphine Forest,Delphine Forest,Giancarlo Giannini,Nathalie Guettà,Christophe Malavoy,Maria Meriko,Jean-Pierre Sentier,Roberto Infascelli"
2188,tt0099635,Gaspard et Robinson,1990,93,"Comedy,Drama",6.6,152,FR,"Rolande Bouchet,Julien Bukowski,Gérard Darmon,Stefany Escudero,Suzanne Flon,Christian Gazio,Charlotte Girault,Vincent Lindon,Bénédicte Loyen,Roselyne Vuillaume"
2190,tt0099699,Green Card,1990,107,"Comedy,Drama,Romance",6.3,25879,"FR', 'AU', 'US","Gérard Depardieu,Andie MacDowell,Bebe Neuwirth,Gregg Edelman,Jessie Keosian,Conrad McLaren,Ethan Phillips,Robert Prosky,Lois Smith,Mary Louise Wilson"
2191,tt0099724,"Génial, mes parents divorcent!",1991,95,"Comedy,Family",5.5,488,FR,"Stanislas Forlani,Adrien Dirand,Gianni Giardinelli,Jennifer Lauret,Joachim Mazeau,Volodia Serre,Alexis Tomassian,Canaan Marguerite,Edouard Barazer,Fabrice Mansanarez"
2197,tt0100112,Le mari de la coiffeuse,1990,82,"Comedy,Drama,Romance",7.1,10376,FR,"Claude Aufaure,Roland Bertin,Maurice Chevit,Philippe Clévenot,Albert Delpy,Anna Galiena,Ticky Holgado,Jacques Mathou,Jean Rochefort"
2203,tt0100303,L'opération Corned Beef,1991,105,"Action,Comedy,Romance",6.1,3049,FR,"Jean Reno,Christian Clavier,Jean-Marie Cornille,Jacques Dacqmine,Marc de Jonge,Jacques François,Valérie Lemercier,Isabelle Renauld,Isabelle Renauld,Mireille Rufel,Jacques Sereys"
2204,tt0100337,Pasport,1990,103,"Adventure,Comedy,Drama",7.4,1220,"AT', 'FR', 'SU","Ya'ackov Ben-Sira,Gérard Darmon,Gérard Darmon,Armen Dzhigarkhanyan,Natalya Gundareva,Mamuka Kikaleishvili,Evgeniy Leonov,Leo Pilpani,Nina Ter-Osipyan,Oleg Yankovskiy,Leonid Yarmolnik"
2207,tt0100473,Rendez-vous au tas de sable,1990,95,Comedy,6.8,81,FR,"Muriel Combeau,Vincent Ferniot,Thierry Fortineau,Richard Gotainer,Jean-Claude Leguay,Ged Marlon,Jean-Paul Muel,Maximilien Regiani,Serge Riaboukine,Vincent Skimenti"
2208,tt0100496,Ripoux contre ripoux,1990,107,"Action,Comedy,Crime",6.2,2228,FR,"Michel Aumont,Jean Benguigui,Christian Bouillette,Jean-Claude Brialy,Jean-Pierre Castaldi,Grace de Capitani,Thierry Lhermitte,Guy Marchand,Philippe Noiret,Line Renaud"
2214,tt0100747,Tatie Danielle,1990,110,"Comedy,Drama,Romance",7.1,3731,FR,"Tsilla Chelton,Neige Dolsky,Mathieu Foulon,Laurence Février,Catherine Jacob,Gary Ledoux,Isabelle Nanty,Virginie Pradal,Eric Prat,André Wilms"
2215,tt0100757,Taksi-blyuz,1990,110,"Comedy,Drama",7.3,2003,"FR', 'SU","Sergey Gazarov,Evgeniy Gerchakov,Vladimir Kashpur,Natalya Kolyakanova,Pyotr Mamonov,Dmitri Prigov,Elena Safonova,Pyotr Zaychenko,Igor Zolotovitskiy"
2217,tt0100851,Uranus,1990,100,"Comedy,Drama,History",7.0,1485,FR,"Gérard Depardieu,Michel Blanc,Yves Afonso,Gérard Desarthe,Michel Galabru,Danièle Lebrun,Fabrice Luchini,Jean-Pierre Marielle,Philippe Noiret,Daniel Prévost"
2229,tt0101700,Delicatessen,1991,99,"Comedy,Crime",7.5,90162,FR,"Pascal Benezech,Marie-Laure Dougnac,Jean-Claude Dreyfus,Ticky Holgado,Boban Janevski,Edith Ker,Dominique Pinon,Anne-Marie Pisani,Mikael Todde,Karin Viard"
2235,tt0101863,"The Favour, the Watch and the Very Big Fish",1991,89,Comedy,6.2,1181,"GB', 'FR', 'US","Jeff Goldblum,Bob Hoskins,Natasha Richardson,Michel Blanc,Jean-Pierre Cassel,Samuel Chaimovitch,Claudine Mavros,Angela Pleasence,Sacha Vikouloff,Jacques Villeret"
2239,tt0102103,Impromptu,1991,107,"Biography,Comedy,Music",6.8,5529,"FR', 'GB","Hugh Grant,Emma Thompson,Judy Davis,Mandy Patinkin,Bernadette Peters,Julian Sands,Georges Corraface,Ralph Brown,Anna Massey,Anton Rodgers"
2242,tt0102141,Jacquot de Nantes,1991,118,"Biography,Comedy,Drama",7.7,2008,FR,"Rody Averty,Marie-Sidonie Benoist,Jérémie Bernard,Brigitte De Villepoix,Clément Delaroche,Daniel Dublet,Edouard Joubeaud,Philippe Maron,Laurent Monnier,Hélène Pors"
2244,tt0102367,Ma vie est un enfer,1991,105,"Comedy,Fantasy,Romance",5.5,871,FR,"Daniel Auteuil,Josiane Balasko,Michael Lonsdale,Richard Berry,Jean Benguigui,Jessica Forde,Catherine Hiegel,Luis Rego,Catherine Samie,Max Vialle"
2250,tt0102465,"Mon père, ce héros.",1991,105,"Comedy,Drama,Romance",6.1,2910,FR,"Gérard Depardieu,Marie Gillain,Benoît Allemane,Harriet Batchelor,Éric Berger,Gérard Hérold,Catherine Jacob,Patrick Mille,Charlotte de Turckheim"
2252,tt0102536,Night on Earth,1991,129,"Comedy,Drama",7.7,66168,"DE', 'FR', 'JP', 'GB', 'US","Armin Mueller-Stahl,Winona Ryder,Rosie Perez,Gena Rowlands,Giancarlo Esposito,Richard Boes,Isaach De Bankolé,Lisanne Falk,Anthony Portillo,Alan Randolph Scott"
2256,tt0102589,On peut toujours rêver,1991,93,Comedy,5.1,397,FR,"Pierre Richard,Marc Betton,Bernard Freyd,Jacques Nolot,Pierre Palmade,Edith Scob,Jacques Seiler,Smaïn,Laurent Spielvogel"
2258,tt0102679,Plaisir d'amour,1991,90,Comedy,5.9,149,FR,"Pierre Arditi,Heinz Bennent,Dominique Blanc,Roger Carel,Tom Danaher,Cécile Sanz de Alba,Pierre Dux,Françoise Fabian,Jean-Jacques Moreau,Eric Phanor"
2259,tt0102693,Il portaborse,1991,93,"Comedy,Drama",7.0,887,"FR', 'IT","Lucio Allocca,Giulio Base,Giulio Brogi,Dario Cantarelli,Graziano Giusti,Nanni Moretti,Silvio Orlando,Antonio Petrocelli,Anne Roussel,Gianna Paola Scaffidi"
2262,tt0102788,El rey pasmado,1991,106,"Comedy,History",6.6,873,"FR', 'PT', 'ES","Joaquim de Almeida,María Barranco,Gabino Diego,Juan Diego,Fernando Fernán Gómez,Alejandra Grepi,Javier Gurruchaga,Eusebio Poncela,Anne Roussel,Laura del Sol"
2263,tt0102869,Les secrets professionnels du Docteur Apfelgluck,1991,95,Comedy,5.3,499,FR,"Micha Bayard,Philippe Bruneau,Ennio Fantastichini,Véronique Genest,Alessandro Haber,Ticky Holgado,Martin Lamotte,Claire Nadeau,Charlotte de Turckheim,Jacques Villeret"
2265,tt0103030,Tacones lejanos,1991,112,"Comedy,Drama,Romance",7.0,17482,"ES', 'FR","Victoria Abril,Marisa Paredes,Bibiana Fernández,Féodor Atkine,Miguel Bosé,Miguel Bosé,Miguel Bosé,Pedro Díez del Corral,Anna Lizaran,Cristina Marcos,Nacho Martínez,Mayrata O'Wisiedo"
2267,tt0103092,Tinpis Run,1991,94,"Comedy,Drama",6.4,72,"PG', 'GB', 'FR', 'BE","Gerard Gabud,Leo Konga,Rhoda Selan,Oscar Wanu"
2268,tt0103103,La totale !,1991,102,"Adventure,Comedy",6.2,1841,FR,"Annick Alane,Jean Benguigui,Michel Boujenah,Michel Boujenah,Yan Epstein,François Hadji-Lazaro,Thierry Lhermitte,Miou-Miou,Eddy Mitchell,Sagamore Stévenin,Claudine Wilde"
2269,tt0103105,Toto le héros,1991,91,"Comedy,Drama,Fantasy",7.4,6351,"BE', 'FR', 'DE","Sandrine Blancke,Michel Bouquet,Michel Bouquet,Peter Böhlke,Jo De Backer,Didier Ferney,Thomas Godet,Hugo Harold-Harrison,Mireille Perrier,Mireille Perrier,Michel Robin,Gisela Uhlen"
2271,tt0103168,Une époque formidable...,1991,96,"Comedy,Drama",6.7,1402,FR,"Victoria Abril,Roland Blanche,Richard Bohringer,Julien Harlay,Ticky Holgado,Gérard Jugnot,Beryl Le Lasseur,Chick Ortega,Eric Prat,Charlotte de Turckheim"
2275,tt0103203,Il viaggio di Capitan Fracassa,1990,132,"Adventure,Comedy,History",7.3,1182,"FR', 'IT","Emmanuelle Béart,Ornella Muti,Vincent Perez,Tosca D'Aquino,Lauretta Masiero,Jean-François Perrier,Massimo Troisi,Toni Ucci,Massimo Wertmüller"
2276,tt0103207,La vieille qui marchait dans la mer,1991,95,"Comedy,Crime,Drama",5.9,432,FR,"Marie Dô,Jean Bouchaud,Géraldine Danon,Léa Gabriele,Lara Guirao,Jeanne Moreau,Mattia Sbragia,Michel Serrault,Luc Thuillier,Hester Wilcox"
2281,tt0103681,Amoureuse,1992,99,"Comedy,Drama,Romance",5.3,243,FR,"Charlotte Gainsbourg,Yvan Attal,Stéphanie Tchou-Cotta,Hélène Fillières,Thomas Langmann,Thierry Maricot,Paul Savoie,Elsa Zylberstein"
2283,tt0103761,Le bal des casse-pieds,1992,99,Comedy,5.4,600,FR,"Guy Bedos,Jean Carmet,Victor Lanoux,Odette Laure,Miou-Miou,Michel Piccoli,Wojciech Pszoniak,Jean Rochefort,Jacques Villeret,Hélène Vincent"
2287,tt0103791,Belle Epoque,1992,109,"Comedy,Drama,Romance",7.1,11415,"FR', 'PT', 'ES","Penélope Cruz,Gabino Diego,Miriam Díaz-Aroca,Fernando Fernán Gómez,Michel Galabru,Ariadna Gil,Agustín González,Chus Lampreave,Mary Carmen Ramírez,Jorge Sanz"
2290,tt0103939,Chaplin,1992,143,"Biography,Comedy,Drama",7.5,62311,"FR', 'IT', 'JP', 'GB', 'US","Dan Aykroyd,Anthony Hopkins,Kevin Kline,Robert Downey Jr.,Penelope Ann Miller,Marisa Tomei,Geraldine Chaplin,Moira Kelly,Moira Kelly,Paul Rhys,John Thaw"
2291,tt0103969,Balanta,1992,105,"Comedy,Drama",7.9,3835,"RO', 'FR","Alexandru Matei,Virgil Andriescu,Dan Condurache,Maia Morgenstern,Mariana Mihut,Victor Rebengiuc,Razvan Vasilescu,Dorel Visan,Gheorghe Visu"
2293,tt0104003,Confessions d'un Barjo,1992,85,"Comedy,Drama,Romance",5.6,321,FR,"Jac Berrocal,Richard Bohringer,Nathalie Boutefeu,Anne Brochet,Renaud Danner,Consuelo De Haviland,El Kebir,Hippolyte Girardot,Louise-Laure Mariani,Gilliane Sanki"
2296,tt0104025,La crise,1992,95,"Comedy,Music",6.8,1466,FR,"Yves Robert,Annick Alane,Christian Benedetti,Nanou Garcia,Michèle Laroque,Vincent Lindon,Maria Pacôme,Gilles Privat,Patrick Timsit,Zabou Breitman"
2302,tt0104467,Hyènes,1992,110,"Comedy,Drama",7.4,1345,"FR', 'IT', 'NL', 'SN', 'CH', 'GB","Ami Diakhate,Djibril Diop Mambéty,Mansour Diouf,Rama Thiaw,Omar Ba,Kaoru Egushi,Calgou Fall,Mamadou Mahourédia Gueye,Issa Samb,Faly Gueye"
2304,tt0104503,In the Soup,1992,96,"Comedy,Drama",7.1,4390,"ES', 'US', 'JP', 'DE', 'FR', 'IT","Steve Buscemi,Jim Jarmusch,Jennifer Beals,Seymour Cassel,Carol Kane,Will Patton,Sully Boyar,Francesco Messina,Pat Moya,Steven Randazzo"
2307,tt0104567,Johnny Suede,1991,97,"Comedy,Drama,Music",5.8,4459,"CH', 'FR', 'US","Brad Pitt,Richard Boes,Nick Cave,Wilfredo Giovanni Clark,Cheryl Costa,Calvin Levels,Michael Luciano,Ralph Marrero,Peter McRobbie,Alison Moir"
2311,tt0104782,Léolo,1992,107,"Comedy,Drama,Fantasy",7.4,7344,"CA', 'FR","Denys Arcand,Pierre Bourgault,Maxime Collin,Giuditta Del Vecchio,Julien Guiomar,Germain Houde,Andrée Lachapelle,Yves Montmarquette,Ginette Reno,Gilbert Sicotte"
2315,tt0104850,Memoirs of an Invisible Man,1992,99,"Comedy,Romance,Sci-Fi",6.0,27008,"FR', 'US","Chevy Chase,Daryl Hannah,Sam Neill,Steven Barr,Richard Epcar,Michael McKean,Jim Norton,Paul Perri,Pat Skipper,Stephen Tobolowsky"
2321,tt0105243,Le retour de Casanova,1992,93,"Comedy,Drama,Romance",5.8,576,FR,"Alain Delon,Philippe Leroy,Gilles Arbona,Delia Boccardo,Jacques Boudet,Alain Cuny,Fabrice Luchini,Elsa Lunghini,Violetta Sanchez,Wadeck Stanczak"
2322,tt0105260,Riens du tout,1992,95,Comedy,6.4,894,FR,"Daniel Berlioux,Marc Berman,Olivier Broche,Antoine Chappey,Jean-Pierre Darroussin,Aurélie Guichard,Odette Laure,Fabrice Luchini,Elisabeth Macocco,Billy Komg"
2329,tt0105396,Shooting Elizabeth,1992,91,"Comedy,Thriller",5.2,660,"BE', 'FR', 'US","Jeff Goldblum,Mimi Rogers,Ernesto Alterio,Simón Andreu,Juan Echanove,Alberto Jiménez,Fernando Guillén Cuervo,Cristina Higueras,Burt Kwouk,Santiago Álvarez"
2341,tt0105750,La vie de bohème,1992,103,"Comedy,Drama,Romance",7.6,6455,"FR', 'FI', 'DE', 'SE","Evelyne Didi,Laika,Jean-Pierre Léaud,Christine Murillo,Alexis Nitzer,Matti Pellonpää,Sylvie Van den Elsen,Kari Väänänen,André Wilms,Carlos Salgado"
2342,tt0105752,Vieille canaille,1992,100,"Comedy,Crime",6.1,334,FR,"Pierre Richard,Jean-Pierre Bouvier,Catherine Frot,Anna Galiena,Laurent Gamelon,Maaike Jansen,Jean-Claude Leguay,Marion Loran,Nathalie Schmidt,Michel Serrault"
2343,tt0105756,Ville à vendre,1992,100,"Comedy,Crime",6.0,146,FR,"Féodor Atkine,Richard Bohringer,Michel Constantin,Darry Cowl,Lauren Grandt,Roger Knobelspiess,Bernadette Lafont,Dominique Lavanant,Philippe Léotard,Michel Serrault"
2344,tt0105908,Hors saison,1992,95,"Comedy,Drama",6.3,179,"DE', 'FR', 'CH","Luísa Barbosa,Ingrid Caven,Carlos Devesa,Arielle Dombasle,Maddalena Fellini,Andréa Ferréol,Sami Frey,Sami Frey,Maurice Garrel,Ulli Lommel,Dieter Meier"
2345,tt0105911,Le zèbre,1992,95,"Comedy,Romance",5.8,653,FR,"Walter Allouch,Caroline Cellier,Brigitte Chamarande,Jean-Marie Cornille,François Dyrek,Annie Grégorio,Samuel Labarthe,Carine Lemaire,Thierry Lhermitte,Christian Pereira"
2347,tt0106215,Acción mutante,1993,93,"Comedy,Fantasy,Sci-Fi",6.4,5792,"FR', 'ES","Bibiana Fernández,Álex Angulo,Jaime Blanch,Karra Elejalde,Frédérique Feder,Ion Gabella,Saturnino García,Fernando Guillén,Antonio Resines,Juan Viadas"
2349,tt0106301,"L'arbre, le maire et la médiathèque",1993,105,"Comedy,Drama",6.9,1731,FR,"Clémentine Amouroux,François-Marie Banier,Galaxie Barbouth,Arielle Dombasle,Raymonde Farau,Pascal Greggory,Michel Jaouen,Fabrice Luchini,Jean Parvulesco,Jessica Schwing"
2350,tt0106307,Arizona Dream,1993,142,"Comedy,Drama,Fantasy",7.2,45710,"FR', 'US","Johnny Depp,Lili Taylor,Faye Dunaway,Vincent Gallo,Jerry Lewis,Paulina Porizkova,Candyce Mason,Polly du Pont Noonan,Michael J. Pollard,Alexia Rane"
2351,tt0106327,Aux petits bonheurs,1994,103,"Comedy,Drama",7.0,218,FR,"Anémone,Xavier Beauvois,Patrick Chesnais,André Dussollier,Nicole Garcia,Sylvie Laporte,Michèle Laroque,François Marthouret,Hanna Schygulla"
2354,tt0106573,Cible émouvante,1993,87,"Comedy,Crime,Drama",6.9,880,FR,"Guillaume Depardieu,Philippe Girard,Daniel Laloux,Charlie Nelson,Christophe Odent,Patachou,Serge Riaboukine,Jean Rochefort,Marie Trintignant,Wladimir Yordanoff"
2356,tt0106632,Cuisine et dépendances,1993,94,"Comedy,Drama",7.1,1989,FR,"Jean-Pierre Bacri,Jean-Pierre Darroussin,Quentin Hue,Agnès Jaoui,Sam Karmann,Zabou Breitman,Marine Labouyssarie,Laurent Benoît"
2361,tt0106999,Les gens normaux n'ont rien d'exceptionnel,1993,95,"Comedy,Drama",6.8,348,FR,"Jackie Berroyer,Valeria Bruni Tedeschi,Antoine Chappey,Marc Citti,Frédéric Diefenthal,Manuela Gourary,Marianne Groves,Sandrine Kiberlain,Claire Laroche,Melvil Poupaud"
2368,tt0107165,Huevos de oro,1993,95,"Comedy,Drama",6.1,3893,"ES', 'IT', 'FR","Javier Bardem,Benicio Del Toro,Ángel de Andrés López,Raquel Bianca,Maria de Medeiros,Francesco Maria Dominedò,Alessandro Gassmann,Elisa Tovati,Maribel Verdú,Albert Vidal"
2369,tt0107175,Hélas pour moi,1993,95,"Comedy,Drama,Fantasy",6.1,1522,"CH', 'FR","Gérard Depardieu,Aude Amiot,Marc Betton,Roland Blanche,Roland Blanche,Monique Couturier,François Germond,Jean-Louis Loca,Laurence Masliah,Anny Romand,Bernard Verley"
2376,tt0107315,Kika,1993,114,Comedy,6.5,15077,"ES', 'FR","Victoria Abril,Peter Coyote,Anabel Alonso,Bibiana Fernández,Jesús Bonilla,Àlex Casanovas,Karra Elejalde,Verónica Forqué,Santiago Lajusticia,Rossy de Palma"
2377,tt0107384,Leningrad Cowboys Meet Moses,1994,94,"Adventure,Comedy,Music",5.6,1743,"FI', 'FR', 'DE","Sakke Järvenpää,Jyri Närvänen,Silu Seppälä,Mauri Sumén,Mato Valtonen,Twist-Twist Erkinharju,Ben Granfelt,Ekke Niiva,Pemo Ojala,Jore Marjaranta"
2383,tt0107518,"Mario, Maria e Mario",1993,102,"Comedy,Drama,Romance",5.8,150,"FR', 'IT","Laura Betti,Willer Bordon,Valeria Cavalli,Enrico Lo Verso,Giulio Scarpati"
2386,tt0107642,Métisse,1993,94,"Comedy,Romance",6.1,1174,"FR', 'BE","Vincent Cassel,Marc Berman,Andrée Damant,Jany Holt,Mathieu Kassovitz,Hubert Koundé,Tadek Lokcinski,Julie Mauduech,Héloïse Rauth,Rywka Wajsbrot"
2395,tt0107977,Robin Hood: Men in Tights,1993,104,"Adventure,Comedy,Musical",6.7,137154,"FR', 'US","Cary Elwes,Amy Yasbeck,Isaac Hayes,Mark Blankfield,Megan Cavanagh,Dave Chappelle,Eric Allan Kramer,Richard Lewis,Matthew Porretta,Roger Rees"
2399,tt0108167,Smoking/No Smoking,1993,298,"Comedy,Drama",7.4,1937,"FR', 'IT', 'CH","Pierre Arditi,Pierre Arditi,Pierre Arditi,Sabine Azéma,Sabine Azéma,Sabine Azéma,Peter Hudson"
2401,tt0108290,Tango,1993,88,"Comedy,Crime",6.2,1374,FR,"Carole Bouquet,Judith Godrèche,Jean Benguigui,Richard Bohringer,Maxime Leroux,Michèle Laroque,Thierry Lhermitte,Miou-Miou,Philippe Noiret,Jean Rochefort"
2402,tt0108357,Tom est tout seul,1995,87,Comedy,5.3,45,FR,"Souad Amidou,Clotilde Courau,Sandrine Kiberlain,Martin Lamotte,Florent Pagny,Géraldine Pailhas,Jean Rochefort,Bruno Solo,Hélène Vincent"
2403,tt0108369,Tout le monde n'a pas eu la chance d'avoir des parents communistes,1993,90,"Comedy,Fantasy",5.6,329,FR,"Josiane Balasko,Maurice Bénichou,Jérémy Davis,Christine Dejoux,Jean-François Dérec,Jacques Herlin,Catherine Hiegel,Aleksey Maslov,Viktor Neznanov,Aleksandr Piskaryov"
2404,tt0108370,Tout ça... pour ça!,1993,120,"Comedy,Crime,Romance",6.1,817,"CA', 'FR","Evelyne Bouix,Céline Caussimon,Gérard Darmon,Jacques Gamblin,Charles Gérard,Francis Huster,Marie-Sophie L.,Vincent Lindon,Fabrice Luchini,Alessandra Martines"
2407,tt0108435,"Un, deux, trois, soleil",1993,104,"Comedy,Drama",6.3,907,FR,"Patrick Bouchitey,Myriam Boyer,Claude Brasseur,Denise Chalem,Éva Darlan,Anouk Grinberg,Jean-Pierre Marielle,Olivier Martinez,Jean-Michel Noirey,Irène Tassembedo"
2410,tt0108500,Les visiteurs,1993,107,"Comedy,Fantasy",7.0,38050,FR,"Jean Reno,Christian Clavier,Christian Clavier,Christian Bujeau,Marie-Anne Chazel,Valérie Lemercier,Valérie Lemercier,Jean-Paul Muel,Isabelle Nanty,Didier Pain,Arielle Sémenoff,Gérard Séty"
2413,tt0109093,Amateur,1994,105,"Comedy,Crime,Drama",6.8,7109,"US', 'FR', 'GB","Isabelle Huppert,Terry Alexander,Martin Donovan,Erica Gimpel,Jan Leslie Harding,Elina Löwensohn,Chuck Montgomery,Dave Simonds,Damian Young,Pamela Stewart"
2416,tt0109162,Asterix in America,1994,85,"Adventure,Animation,Comedy",5.9,8378,"FR', 'DE","Roger Carel,Jean Dautremay,Michel Tugot-Doris,Henri Labussière,Robert Party,Nathalie Spitzer,Pierre Tornade,François Chaix,Olivier Jankovic,Jean-Luc Galmiche"
2417,tt0109201,Le ballon d'or,1994,93,"Comedy,Drama,Family",6.3,414,"FR', 'GN","Mody Sory Barry,Habib Hammoud,Mariam Kaba,Salif Keïta,Aboubacar Kolta,Lamua Kouyate,Agnès Soral,Aboubacar Sidiki Sumah"
2418,tt0109362,Cache Cash,1994,90,"Adventure,Comedy,Crime",6.4,125,FR,"Sophie Broustal,Jean Carmet,Jean-Pierre Darroussin,Jean-Claude Dreyfus,Michel Duchaussoy,Joséphine Serre,Rose Thiéry,Frédéric van den Driessche,Aurélien Wiik,Georges Wilson"
2419,tt0109382,Caro diario,1993,100,"Biography,Comedy,Drama",7.2,9192,"FR', 'IT","Jennifer Beals,Lorenzo Alessandri,Renato Carpentieri,Claudia Della Seta,Raffaella Lebboroni,Nanni Moretti,Antonio Neiwiller,Moni Ovadia,Marco Paolini,Riccardo Zinna"
2421,tt0109386,Casque bleu,1994,98,Comedy,5.3,585,FR,"Victoria Abril,Jean-Noël Brouté,Jean-Pierre Cassel,Gérard Jugnot,Chus Lampreave,Valérie Lemercier,Roland Marchisio,Claude Piéplu,Micheline Presle,Hubert Saint-Macary"
